1	5	0	8	4	
10	3	2	5	7	
11	5	0	5	7	
12	2	3	5	7	
13	3	2	6	6	
14	4	1	6	6	
15	4	1	8	4	
16	4	1	6	6	
17	5	0	7	5	
18	2	3	6	6	
19	5	0	6	6	
2	3	2	6	6	
20	3	2	7	5	
21	3	2	5	7	
22	3	2	6	6	
23	3	2	5	7	
24	3	2	6	6	
25	2	3	7	5	
26	5	0	4	8	
27	3	2	6	6	
28	5	0	6	6	
29	5	0	5	7	
3	4	1	5	7	
30	5	0	6	6	
31	3	2	6	6	
32	2	3	5	7	
33	3	2	6	6	
34	4	1	5	7	
35	2	3	4	8	
36	3	2	5	7	
37	3	2	5	7	
38	2	3	7	5	
39	2	3	5	7	
4	3	2	4	8	
40	3	2	4	8	
5	2	3	6	6	
6	3	2	6	6	
7	3	2	5	7	
8	4	1	8	4	
9	3	2	6	6	
